method,parameters,n_components,clustering,average_score
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,kmeans,0.26134624156419795
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,spectral,0.20901329705093435
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,agglomerative,0.20134769836835764
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,hdbscan,0.40574678066751246
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,gmm,0.23605383936586946
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,kmeans,0.35046137083437656
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,spectral,0.0933527575698743
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,agglomerative,0.26252602251297863
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,hdbscan,0.4463527167158352
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,gmm,0.29068658292317023
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,kmeans,0.2642782047936196
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,spectral,0.06505975839032035
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,agglomerative,0.37611400991013383
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,hdbscan,0.42898663634729073
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,gmm,0.28943677017791725
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,kmeans,0.21079856040047484
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,spectral,0.09137997595744501
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,agglomerative,0.22331570149852503
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,hdbscan,0.40688404082090224
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,gmm,0.21079856040047484
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,kmeans,0.2773762626611417
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,spectral,0.11862758411684404
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,agglomerative,0.26441276397686364
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,hdbscan,0.35949496880731396
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,gmm,0.2671580332136665
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,kmeans,0.29483022202763903
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,spectral,0.18306529277652073
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,agglomerative,0.332704464556127
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,hdbscan,0.3637352883785986
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,gmm,0.28927877894344645
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,kmeans,0.20493302420485837
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,spectral,0.11247939660204967
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,agglomerative,0.22239078819318084
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,hdbscan,0.4256181044560772
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,gmm,0.18528175613019368
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,kmeans,0.25656779344253705
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,spectral,0.27575781981670705
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,agglomerative,0.20218049557130446
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,hdbscan,0.4041483754571408
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,gmm,0.30762220940157914
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,kmeans,0.25955441831758175
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,spectral,0.15591509529608558
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,agglomerative,0.21750286444242475
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,hdbscan,0.40688404082090224
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,gmm,0.24316716950043804
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,kmeans,0.263857861473866
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,spectral,0.10918641116963992
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,agglomerative,0.21440463150924358
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,hdbscan,0.36450563509705525
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,gmm,0.2838303220427012
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,kmeans,0.26095314843925566
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,spectral,0.24850246508793428
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,agglomerative,0.22933489873761534
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,hdbscan,0.3953534860251441
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,gmm,0.24977313601824175
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,kmeans,0.2568236445554768
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,spectral,0.1243550770938893
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,agglomerative,0.20953386056820822
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,hdbscan,0.3822344076236756
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,gmm,0.2594742528833128
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,kmeans,0.2350075519451402
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,spectral,0.10076324100116853
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,agglomerative,0.25438945216558295
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,hdbscan,0.3953534860251441
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,gmm,0.2670455330929806
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,kmeans,0.28881638539336985
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,spectral,0.2106491628026476
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,agglomerative,0.21393506481474478
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,hdbscan,0.445263603193115
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,gmm,0.2734037959740778
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,kmeans,0.24000261711523294
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,spectral,0.12038932544156272
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,agglomerative,0.24607189112302763
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,hdbscan,0.3953534860251441
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,gmm,0.26537320542496556
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,kmeans,0.2427383582108989
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,spectral,0.14829918979095044
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,agglomerative,0.214326478502124
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,hdbscan,0.3953534860251441
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,gmm,0.21491053248268138
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,kmeans,0.20301642242389534
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,spectral,0.07016495809594267
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,agglomerative,0.24877101161739712
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,hdbscan,0.40824164194423435
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,gmm,0.193702597548318
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,kmeans,0.20812253381033882
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,spectral,0.11021358813585691
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,agglomerative,0.24726975078422236
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,hdbscan,0.3953534860251441
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,gmm,0.20550735026672146
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,kmeans,0.2589642204279452
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,spectral,0.1805066465175873
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,agglomerative,0.21537393139981473
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,hdbscan,0.4370635574330852
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,gmm,0.24507465462214234
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,kmeans,0.2795342230953149
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,spectral,0.1095024100785496
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,agglomerative,0.23790136923959507
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,hdbscan,0.4390509886917544
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,gmm,0.2670455330929806
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,kmeans,0.288698352923613
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,spectral,0.21112211618122068
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,agglomerative,0.3146815162992801
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,hdbscan,0.36709273005093124
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,gmm,0.2875002031203741
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,kmeans,0.28564887248543
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,spectral,0.2640364946998747
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,agglomerative,0.24287539322327725
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,hdbscan,0.4012877036906994
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,gmm,0.2587144762588282
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,kmeans,0.3443345765571553
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,spectral,0.14146961281769943
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,agglomerative,0.23896962422069276
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,hdbscan,0.4322540233887013
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,gmm,0.22394458468533904
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,kmeans,0.2775265524444424
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,spectral,0.17354361526546416
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,agglomerative,0.23735793465413552
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,hdbscan,0.4312156881995346
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,gmm,0.28815824230944853
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,kmeans,0.2620896760768232
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,spectral,0.1443318002597044
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,agglomerative,0.27042520635663886
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,hdbscan,0.3953534860251441
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,gmm,0.2871544055321157
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,kmeans,0.2540236880866915
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,spectral,0.27838423018094427
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,agglomerative,0.23321187087700024
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,hdbscan,0.36397305016800074
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,gmm,0.292307462074898
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 5}",3,kmeans,0.19739760781376806
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 5}",3,spectral,0.21660530394763813
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 5}",3,agglomerative,0.18214809019048778
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 5}",3,hdbscan,0.37966429050423145
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 5}",3,gmm,0.1911724852136131
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 8}",3,kmeans,0.28428582120756346
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 8}",3,spectral,0.11491646450091883
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 8}",3,agglomerative,0.20218049557130446
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 8}",3,hdbscan,0.3953534860251441
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 8}",3,gmm,0.27614872286071823
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 10}",3,kmeans,0.2876039738001774
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 10}",3,spectral,0.2078528232864462
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 10}",3,agglomerative,0.25789855099310516
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 10}",3,hdbscan,0.4407668183655815
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 10}",3,gmm,0.27612043584038787
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 15}",3,kmeans,0.21194784025956506
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 15}",3,spectral,0.218621958656959
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 15}",3,agglomerative,0.24821634520849747
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 15}",3,hdbscan,0.3993844948045674
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 15}",3,gmm,0.20877637403523436
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 20}",3,kmeans,0.26513645320554297
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 20}",3,spectral,0.1814678268779444
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 20}",3,agglomerative,0.236329141924146
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 20}",3,hdbscan,0.3953534860251441
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 20}",3,gmm,0.21403713257947893
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 5}",4,kmeans,0.26331119084804877
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 5}",4,spectral,0.27163517490042655
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 5}",4,agglomerative,0.20953386056820822
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 5}",4,hdbscan,0.40688404082090224
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 5}",4,gmm,0.2226912892982304
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 8}",4,kmeans,0.240051782137731
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 8}",4,spectral,0.14088424137078764
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 8}",4,agglomerative,0.2588503261135501
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 8}",4,hdbscan,0.3953534860251441
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 8}",4,gmm,0.24520246806282786
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 10}",4,kmeans,0.2420433613288692
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 10}",4,spectral,0.15936449588142998
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 10}",4,agglomerative,0.2552275580771254
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 10}",4,hdbscan,0.40688404082090224
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 10}",4,gmm,0.23625405785701337
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 15}",4,kmeans,0.2867774368447197
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 15}",4,spectral,0.22036631697567127
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 15}",4,agglomerative,0.24282532894558134
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 15}",4,hdbscan,0.3953534860251441
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 15}",4,gmm,0.27329144287748064
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 20}",4,kmeans,0.2862405059088505
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 20}",4,spectral,0.2617360231989975
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 20}",4,agglomerative,0.26640456570426363
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 20}",4,hdbscan,0.3953534860251441
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 20}",4,gmm,0.2884451137786864
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 5}",5,kmeans,0.26139094594338497
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 5}",5,spectral,0.17510087078401793
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 5}",5,agglomerative,0.24297404846796192
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 5}",5,hdbscan,0.40688404082090224
